1 - State Code,1 - State Name,8 - Structure Number,22 - Owner Agency,3 - County Code,3 - County Name,4 - Place Code,City - InfoBridge Place Code,City - InfoBridge Place Name,27 - Year Built,29 - Average Daily Traffic,43A - Main Span Material,43B - Main Span Design,45 - Number of Spans in Main Unit,49 - Structure Length (ft.),6A - Features Intersected,7 - Facility Carried By Structure,CAT10 - Bridge Condition,Bridge Age (yr),CAT29 - Deck Area (sq. ft.),17 - Longitude (decimal),16 - Latitude (decimal),58 - Deck Condition Rating,59 - Superstructure Condition Rating,60 - Substructure Condition Rating,62 - Culverts Condition Rating,63 - Operating Rating Method Code,64 - Operating Rating (US tons),66 - Inventory Rating (US tons),91 - Designated Inspection Frequency,90 - Inspection Date,92A - Fracture Critical Details,92B - Underwater Inspection,92C - Other Special Inspection,93A - Fracture Critical Detail Date,93B - Underwater Inspection Date,93C - Other Special Inspection Date,21 - Maintenance Responsibility
31,Nebraska,C001006555     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,2017,35,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,3,253,SOUTH LOUP RIVER        ,COLL 7471         ,Good,5,7718,-98.8177,41.0386,9,9,9,N,3,37.5,27.6,24,6/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C0S4511420     ,County Highway Agency,89,Holt County,0,0,No Place Code,1983,30,Steel,Stringer/Multi-beam or Girder,1,51.8,CLEARWATER CREEK        ,846TH RD          ,Good,39,1564.6,-98.3768,42.0888,8,8,7,N,1,40.8,24.3,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001000205P    ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1996,75,Concrete,Culvert,2,22,SOUTH LOUP RIVER TRIB   ,375TH RD          ,Good,26,613,-98.8197,41.0397,N,N,N,8,0,36.4,24.3,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004700115     ,County Highway Agency,93,Howard County,0,0,No Place Code,1999,30,Prestressed Concrete,Tee Beam,3,103,OAK CREEK               ,SHERMAN ROAD      ,Good,23,3109.5,-98.7467,41.2167,8,9,9,N,1,66.1,38.6,24,12/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S092 33431     ,State Highway Agency,93,Howard County,0,0,No Place Code,1978,980,Concrete,Culvert,4,44,STREAM                  ,N92               ,Good,44,1226,-98.7421,41.2289,N,N,N,7,0,47.4,36.4,24,11/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001032605     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1988,40,Concrete,Culvert,3,26.9,SWEET CREEK             ,COUNTY HIGHWAY    ,Good,34,776.7,-98.8917,40.8733,N,N,N,8,0,36.4,24.3,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C008243210     ,County Highway Agency,163,Sherman County,0,0,No Place Code,1979,10,Prestressed Concrete,Stringer/Multi-beam or Girder,1,61,FARWELL SOUTH CANAL     ,TOWNSHIP ROAD     ,Good,43,1381.4,-98.7659,41.1774,7,8,8,N,1,80.5,46.3,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S012 15728     ,State Highway Agency,107,Knox County,0,0,No Place Code,1960,545,Concrete,Slab,1,42,STREAM                  ,N12               ,Fair,62,1474.2,-98.0852,42.7742,5,5,7,N,1,50.7,30.9,24,10/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C000201010     ,County Highway Agency,3,Antelope County,0,0,No Place Code,2011,35,Steel,Culvert,3,32.2,BIG SPRINGS CREEK       ,866TH ROAD        ,Good,11,643.5,-98.2567,42.3788,N,N,N,7,0,46.3,36.4,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004559010     ,County Highway Agency,89,Holt County,0,0,No Place Code,1988,205,Prestressed Concrete,Stringer/Multi-beam or Girder,3,212.9,ELKHORN RIVER           ,COLL 7510         ,Good,34,6496.8,-98.3135,42.2484,8,8,8,N,1,71.7,43,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C008224705     ,County Highway Agency,163,Sherman County,0,0,No Place Code,1963,20,Prestressed Concrete,Stringer/Multi-beam or Girder,1,62,FARWELL SOUTH CANAL     ,COUNTY HIGHWAY    ,Fair,59,1403.7,-98.7675,41.1784,5,8,8,N,1,59.5,26.5,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S011 05453     ,State Highway Agency,77,Greeley County,0,0,No Place Code,1985,1190,Concrete Continuous,Slab,3,142.1,DAVIS CREEK             ,N11               ,Good,37,4893.8,-98.674,41.4013,7,7,7,N,1,75,43,24,11/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,SL50A00499     ,State Highway Agency,99,Kearney County,0,0,No Place Code,1963,1205,Concrete,Culvert,2,22,STREAM                  ,L50A N44 TO N10 CN,Good,59,526.5,-98.9897,40.641,N,N,N,8,0,36.4,24.3,24,4/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001015720     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1991,25,Concrete,Culvert,3,23,STREAM                  ,COUNTY HIGHWAY    ,Good,31,595.2,-98.8933,40.875,N,N,N,8,0,36.4,24.3,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004730530     ,County Highway Agency,93,Howard County,0,0,No Place Code,1973,30,Steel,Stringer/Multi-beam or Girder,1,24.9,MUNSON CREEK            ,WAUSA RD          ,Fair,49,499,-98.7084,41.3202,5,7,7,N,1,27.6,16.5,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,CEPMRKNE0000001,Corps of Engineers (Civil),83,Harlan County,41165,0,No Place Code,1949,350,Steel Continuous,Stringer/Multi-beam or Girder,3,144.7,RAILROAD                ,CO.RTE. A         ,Fair,73,4889.3,-99.21359,40.09261,6,6,7,N,8,25.7,20,48,5/2/2018 0:00,N  ,N  ,N  ,,,,70
31,Nebraska,C008223415     ,County Highway Agency,163,Sherman County,0,0,No Place Code,1990,20,Steel,Stringer/Multi-beam or Girder,1,26.9,STREAM                  ,COUNTY HIGHWAY 450,Fair,32,697.3,-98.7759,41.1628,5,8,8,N,1,34.2,19.8,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005012115     ,County Highway Agency,99,Kearney County,0,0,No Place Code,1972,200,Concrete,Culvert,2,33.1,STREAM                  ,R-50B 30 2100     ,Fair,50,761,-98.9883,40.6333,N,N,N,6,0,36.4,24.3,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C000200705P    ,County Highway Agency,3,Antelope County,0,0,No Place Code,1978,140,Steel,Stringer/Multi-beam or Girder,1,61,VERDIGRIS CREEK SO BR   ,513TH AVE         ,Fair,44,1581.6,-98.2476,42.4118,5,7,6,N,1,25.4,15.4,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C000230510     ,County Highway Agency,3,Antelope County,0,0,No Place Code,1935,15,Steel,Truss - Thru,1,40,BIG SPRINGS CREEK       ,TOWNSHIP ROAD     ,Fair,87,617.2,-98.2621,42.3808,5,6,5,N,1,11,5.5,24,8/2/2017 0:00,Y24,N  ,N  ,821,,,2
31,Nebraska,C005401315     ,County Highway Agency,107,Knox County,0,0,No Place Code,1982,55,Steel Continuous,Stringer/Multi-beam or Girder,3,203.1,M BR VERDIGRIS CREEK    ,COUNTY HIGHWAY    ,Good,40,6129.8,-98.1883,42.5333,8,8,8,N,1,50.7,29.8,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004702203     ,County Highway Agency,93,Howard County,0,0,No Place Code,1965,40,Steel,Stringer/Multi-beam or Girder,1,24,STREAM                  ,15TH AVENUE       ,Fair,57,573.6,-98.7423,41.25,5,7,6,N,1,23.1,13.2,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,CEPNWKNE0000018,Corps of Engineers (Civil),83,Harlan County,0,0,No Place Code,1949,350,Concrete,Culvert,2,20.7,Gremlin Creek           ,Road A            ,Good,73,474.7,-99.21645,40.09744,N,N,N,8,0,46.3,35.7,24,4/2/2018 0:00,N  ,N  ,N  ,,,,70
31,Nebraska,C004710327     ,County Highway Agency,93,Howard County,0,0,No Place Code,1968,35,Steel,Stringer/Multi-beam or Girder,1,29.9,TURKEY CREEK            ,YUTAN RD          ,Fair,54,773.8,-98.7278,41.2861,5,7,7,N,1,19.8,12.1,24,12/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005001710     ,County Highway Agency,99,Kearney County,0,0,No Place Code,1973,60,Prestressed Concrete,Tee Beam,1,29.9,DRY CREEK               ,28 1500 CNTY RD   ,Fair,49,773.8,-99.0283,40.56,5,9,6,N,1,83.8,50.7,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001006150     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1978,90,Steel,Stringer/Multi-beam or Girder,1,86.9,SWEET CREEK             ,COLL 7469         ,Fair,44,2652.8,-98.8555,40.9803,5,9,8,N,1,77.2,46.3,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005402605P    ,County Highway Agency,107,Knox County,0,0,No Place Code,1935,10,Steel,Stringer/Multi-beam or Girder,1,40,NIOBRARA RIVER TRIBUTARY,TOWNSHIP ROAD     ,Good,87,748.5,-98.1283,42.6933,8,8,7,N,1,78.3,46.3,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C000201005     ,County Highway Agency,3,Antelope County,0,0,No Place Code,1992,35,Steel,Stringer/Multi-beam or Girder,1,26.9,BIG SPRINGS CREEK       ,866TH ROAD        ,Fair,30,759.1,-98.265,42.3788,5,8,8,N,1,57.3,34.2,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C008233025     ,County Highway Agency,163,Sherman County,0,0,No Place Code,1963,10,Prestressed Concrete,Stringer/Multi-beam or Girder,2,84,FARWELL SOUTH CANAL     ,TOWNSHIP ROAD     ,Good,59,1901.3,-98.7703,41.192,8,8,8,N,1,50.7,29.8,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004700117     ,County Highway Agency,93,Howard County,0,0,No Place Code,1988,25,Steel,Stringer/Multi-beam or Girder,1,25.9,STREAM                  ,SHERMAN COUNTY LN ,Fair,34,620.8,-98.7467,41.2483,5,7,7,N,1,70.5,41.9,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001005115     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1975,100,Steel,Stringer/Multi-beam or Girder,2,74.5,WOOD RIVER              ,COUNTY HIGHWAY    ,Good,47,2150.2,-98.95,40.76,9,9,7,N,3,47.4,36.4,24,12/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004509310     ,County Highway Agency,89,Holt County,0,0,No Place Code,1998,290,Concrete Continuous,Slab,3,128,CACHE CREEK             ,COLL 7489         ,Good,24,3862.1,-98.3396,42.2116,7,8,8,N,1,72.8,39.7,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C008204505     ,County Highway Agency,163,Sherman County,0,0,No Place Code,2009,50,Concrete,Culvert,2,22,DEER CREEK              ,COUNTY RD 484TH AV,Good,13,613,-98.7866,41.1544,N,N,N,9,0,36.4,24.3,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001013460     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,2000,10,Concrete,Culvert,2,21,STREAM                  ,COUNTY HIGHWAY    ,Good,22,626.9,-98.9283,40.815,N,N,N,8,0,36.4,24.3,24,9/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S136 03760     ,State Highway Agency,83,Harlan County,0,0,No Place Code,1949,735,Concrete,Culvert,3,26.9,REPUBLICAN RIVER TRIB   ,US136             ,Good,73,970.9,-99.2191,40.1037,N,N,N,7,0,36.4,24.3,24,4/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001015310     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,2000,25,Concrete,Culvert,2,21,STREAM                  ,COUNTY HIGHWAY    ,Good,22,626.9,-98.93,40.8133,N,N,N,8,0,36.4,24.3,24,8/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001051210     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1994,15,Concrete,Stringer/Multi-beam or Girder,2,60,SWEET CREEK             ,COUNTY HIGHWAY    ,Fair,28,1891,-98.8633,40.975,5,5,7,N,1,69.4,40.8,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S281 13112     ,State Highway Agency,77,Greeley County,0,0,No Place Code,1992,1435,Concrete Continuous,Slab,3,112.9,CEDAR RIVER             ,US281/N91         ,Fair,30,5220.9,-98.5459,41.7353,7,7,6,N,1,81.6,48.5,24,11/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C005404610P    ,County Highway Agency,107,Knox County,0,0,No Place Code,1992,40,Steel,Stringer/Multi-beam or Girder,2,109.9,M BR VERDIGRIS CREEK    ,COUNTY HIGHWAY    ,Fair,30,2956.8,-98.1983,42.5333,5,8,7,N,1,39.7,24.3,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004710330     ,County Highway Agency,93,Howard County,0,0,No Place Code,1963,35,Prestressed Concrete,Stringer/Multi-beam or Girder,2,77.1,FARWELL MAIN CANAL      ,YUTAN RD          ,Fair,59,2048.9,-98.7276,41.3073,5,8,8,N,1,58.4,35.3,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001015315     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,2007,45,Concrete,Culvert,2,21,STREAM                  ,COUNTY HIGHWAY    ,Good,15,626.9,-98.93,40.8267,N,N,N,9,0,36.4,24.3,24,7/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C008224710     ,County Highway Agency,163,Sherman County,0,0,No Place Code,1981,40,Steel,Stringer/Multi-beam or Girder,1,40,OAK CREEK               ,COUNTY HIGHWAY    ,Fair,41,1142.5,-98.7665,41.2224,5,8,8,N,1,51.8,30.9,24,11/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001031845     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,2005,70,Concrete,Culvert,2,25.9,STREAM                  ,COUNTY HIGHWAY    ,Good,17,722.8,-98.8883,40.9317,N,N,N,9,0,36.4,24.3,24,9/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S058 02628     ,State Highway Agency,163,Sherman County,0,0,No Place Code,1963,715,Concrete,Culvert,2,21,STREAM                  ,N58               ,Good,59,502.9,-98.816,41.1077,N,N,N,8,0,36.4,24.3,24,12/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S092 33311     ,State Highway Agency,163,Sherman County,0,0,No Place Code,1978,905,Concrete,Culvert,4,44,STREAM                  ,N92               ,Good,44,1226,-98.762,41.2375,N,N,N,7,0,47.4,36.4,24,11/2/2018 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001025920     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,2003,30,Concrete,Stringer/Multi-beam or Girder,2,49.9,SWEET CREEK             ,COUNTY HIGHWAY    ,Fair,19,1570.7,-98.875,40.9683,5,5,9,N,1,79.4,47.4,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S004 02624     ,State Highway Agency,61,Franklin County,0,0,No Place Code,1978,480,Concrete,Culvert,4,44,CENTER CREEK            ,N4                ,Good,44,1052.9,-99.1529,40.2925,N,N,N,7,0,47.4,36.4,48,4/2/2015 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,S275 02170     ,State Highway Agency,89,Holt County,0,0,No Place Code,1979,1850,Concrete,Culvert,3,32.2,ELKHORN R S FK TRIB     ,US275             ,Good,43,1286.9,-98.3364,42.2499,N,N,N,7,0,47.4,36.4,24,3/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C005004605     ,County Highway Agency,99,Kearney County,0,0,No Place Code,1961,395,Concrete,Culvert,2,25.9,W BR THOMPSON CREEK     ,FAS 1760 B 200    ,Good,61,833.3,-99.1254,40.365,N,N,N,7,0,36.4,24.3,24,12/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C008204920     ,County Highway Agency,163,Sherman County,0,0,No Place Code,1991,20,Steel,Stringer/Multi-beam or Girder,1,35.1,TURKEY CREEK            ,COUNTY HIGHWAY    ,Fair,31,932.9,-98.7468,41.283,5,8,8,N,1,33.1,18.7,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005401115     ,County Highway Agency,107,Knox County,0,0,No Place Code,1996,40,Steel,Stringer/Multi-beam or Girder,1,75.1,M BR VERDIGRIS CREEK    ,COUNTY HIGHWAY    ,Good,26,1947.3,-98.2083,42.5483,8,8,8,N,1,60.6,36.4,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001031410     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1997,20,Concrete,Stringer/Multi-beam or Girder,2,60,SWEET CREEK             ,COUNTY HIGHWAY    ,Fair,25,1871.3,-98.8817,40.96,5,5,8,N,1,70.5,41.9,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C003904810P    ,County Highway Agency,77,Greeley County,0,0,No Place Code,1920,40,Steel,Truss - Thru,1,61,DAVIS CREEK             ,COUNTY HIGHWAY    ,Poor,102,961,-98.6984,41.4001,5,5,4,N,1,9.9,5.5,24,10/2/2017 0:00,Y24,N  ,N  ,1021,,,2
31,Nebraska,S275 02146     ,State Highway Agency,89,Holt County,0,16270,Ewing village,1979,1850,Concrete Continuous,Slab,5,160.1,S FK ELKHORN RIVER      ,US275             ,Good,43,6828.6,-98.3385,42.2515,7,7,7,N,1,52.9,30.9,24,3/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C004509315     ,County Highway Agency,89,Holt County,0,0,No Place Code,2014,290,Prestressed Concrete Continuous,Stringer/Multi-beam or Girder,3,192.6,S FK ELKHORN RIVER      ,COLL 7489         ,Good,8,5812.9,-98.3395,42.251,8,9,9,N,3,58.4,45.2,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001015725     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1999,20,Concrete,Stringer/Multi-beam or Girder,2,60,SWEET CREEK             ,COUNTY HIGHWAY    ,Fair,23,1891,-98.8933,40.94,5,5,9,N,1,69.4,40.8,24,9/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S080 27711R    ,State Highway Agency,19,Buffalo County,0,0,No Place Code,1963,22480,Steel,Stringer/Multi-beam or Girder,1,82,N CH PLATTE RIVER       ,I80               ,Fair,59,3471.4,-99.0027,40.6755,7,6,5,N,1,55.1,33.1,24,8/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001031635     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1987,5,Steel,Stringer/Multi-beam or Girder,1,60,SWEET CREEK             ,COUNTY HIGHWAY    ,Fair,35,1792.5,-98.8917,40.945,5,8,7,N,1,69.4,40.8,24,7/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C003904805P    ,County Highway Agency,77,Greeley County,0,0,No Place Code,1920,40,Steel,Girder and Floorbeam System,1,40,DAVIS CREEK             ,COUNTY HIGHWAY    ,Fair,102,656.6,-98.7035,41.397,5,5,5,N,1,16.5,9.9,24,10/2/2017 0:00,Y24,N  ,N  ,1021,,,2
31,Nebraska,S080 27711L    ,State Highway Agency,19,Buffalo County,0,0,No Place Code,1963,22480,Steel,Stringer/Multi-beam or Girder,1,82,N CH PLATTE RIVER       ,I80               ,Fair,59,3471.4,-99.0032,40.6756,7,6,5,N,1,55.1,33.1,24,8/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001004905     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1978,60,Steel,Stringer/Multi-beam or Girder,1,90.9,WOOD RIVER              ,COLL 7467         ,Fair,44,2594,-98.9692,40.7615,5,8,8,N,1,70.5,41.9,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C004740520     ,County Highway Agency,93,Howard County,0,0,No Place Code,2013,5,Steel,Stringer/Multi-beam or Girder,1,60,DAVIS CREEK             ,GREELEY AVE.      ,Good,9,1241,-98.7067,41.3933,9,9,8,N,3,50.7,38.6,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C009223105     ,County Highway Agency,183,Wheeler County,0,0,No Place Code,2004,15,Concrete,Culvert,2,24.9,BEAVER CREEK            ,COUNTY HIGHWAY    ,Good,18,548.1,-98.4702,41.9527,N,N,N,8,0,36.4,24.3,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005404605P    ,County Highway Agency,107,Knox County,0,0,No Place Code,1980,20,Steel,Stringer/Multi-beam or Girder,1,24,STREAM                  ,COUNTY HIGHWAY    ,Good,42,573.6,-98.215,42.5483,7,8,8,N,1,56.2,33.1,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S136 03656     ,State Highway Agency,83,Harlan County,0,0,No Place Code,1949,1150,Concrete,Culvert,2,27.9,REPUBLICAN RIVER TRIB   ,US136             ,Good,73,1006.4,-99.2385,40.1036,N,N,N,7,0,36.4,24.3,24,4/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001004503     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1983,10,Steel,Stringer/Multi-beam or Girder,2,100.1,PLATTE RIVER            ,SWEETWATER AVE    ,Good,39,2035.5,-99.0085,40.6707,8,7,7,N,1,91.5,55.1,24,12/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001004910     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,2002,60,Concrete,Stringer/Multi-beam or Girder,2,49.9,STREAM                  ,COLL 7467         ,Fair,20,1570.7,-98.9692,40.7657,5,5,9,N,1,76.1,46.3,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C008204510     ,County Highway Agency,163,Sherman County,0,0,No Place Code,1963,65,Prestressed Concrete,Stringer/Multi-beam or Girder,1,53.1,FARWELL SOUTH CANAL     ,COLL 7475         ,Good,59,1203.2,-98.7859,41.2083,8,8,8,N,1,56.2,25.4,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001031840     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1992,60,Concrete,Stringer/Multi-beam or Girder,2,49.9,SWEET CREEK             ,COUNTY HIGHWAY    ,Fair,30,1554.3,-98.9017,40.9317,5,5,8,N,1,60.6,37.5,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S080 27675     ,State Highway Agency,19,Buffalo County,0,0,No Place Code,1963,95,Prestressed Concrete,Stringer/Multi-beam or Girder,4,271,I80                     ,COUNTY HIGHWAY    ,Good,59,6846.1,-99.0085,40.6729,7,7,7,N,1,60.6,36.4,24,8/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,SL45B00473     ,State Highway Agency,89,Holt County,0,0,No Place Code,1982,390,Prestressed Concrete,Tee Beam,1,34.1,ELKHORN RIVER OVERFLOW  ,L45B US20 TO US275,Good,40,1097.1,-98.3395,42.2648,8,8,7,N,1,72.8,43,48,3/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C004700120     ,County Highway Agency,93,Howard County,0,0,No Place Code,1963,30,Prestressed Concrete,Stringer/Multi-beam or Girder,2,71.9,FARWELL MAIN CANAL      ,SHERNAM ROAD      ,Fair,59,1626.5,-98.7467,41.305,5,9,8,N,1,73.9,44.1,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S044 02050     ,State Highway Agency,61,Franklin County,0,0,No Place Code,1938,420,Concrete,Culvert,5,43,CENTER CREEK            ,N44               ,Good,84,1029.4,-99.1612,40.2998,N,N,N,7,0,36.4,24.3,24,4/2/2017 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001025520     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1989,1165,Concrete,Culvert,3,37.1,SWEET CREEK             ,FAS 2015          ,Good,33,1192,-98.9131,40.9067,N,N,N,8,0,36.4,24.3,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001004505     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,1991,20,Concrete,Stringer/Multi-beam or Girder,2,49.9,PLATTE RIVER N CHAN     ,SWEETWATER AVE    ,Fair,31,1570.7,-99.0085,40.6754,5,5,7,N,1,72.8,43,24,11/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,SL45B00449     ,State Highway Agency,89,Holt County,0,0,No Place Code,1982,390,Concrete Continuous,Slab,4,178.1,ELKHORN RIVER           ,L45B US20 TO US275,Fair,40,5727.9,-98.3395,42.2683,6,6,7,N,1,70.5,41.9,48,3/2/2019 0:00,N  ,N  ,N  ,,,,1
31,Nebraska,C001015730     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,2004,45,Concrete,Stringer/Multi-beam or Girder,1,32.2,STREAM                  ,COUNTY HIGHWAY    ,Fair,18,1012.7,-98.8933,40.9583,5,5,9,N,1,87.1,51.8,24,9/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C008242415     ,County Highway Agency,163,Sherman County,0,0,No Place Code,2001,35,Prestressed Concrete,Tee Beam,3,92.8,OAK CREEK               ,TOWNSHIP ROAD     ,Fair,21,2802.5,-98.7774,41.2353,5,9,9,N,1,63.9,37.5,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C008224300     ,County Highway Agency,163,Sherman County,0,0,No Place Code,2007,50,Concrete,Stringer/Multi-beam or Girder,1,22,DEER CREEK              ,COUNTY HIGHWAY    ,Fair,15,562.5,-98.8057,41.1709,5,9,5,N,0,36.4,24.3,24,12/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C001002065     ,County Highway Agency,19,Buffalo County,0,0,No Place Code,2011,40,Steel,Stringer/Multi-beam or Girder,1,40,SWEET CREEK             ,FAS 1900          ,Fair,11,1365.7,-98.9113,40.9164,5,9,9,N,1,83.8,59.5,24,9/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005400905     ,County Highway Agency,107,Knox County,0,0,No Place Code,1994,15,Steel,Stringer/Multi-beam or Girder,1,43,CHICKEN SLOUGH          ,TOWNSHIP ROAD     ,Good,28,1128.1,-98.2283,42.5333,8,8,8,N,1,38.6,23.1,24,10/2/2018 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,C005400910     ,County Highway Agency,107,Knox County,0,0,No Place Code,1935,15,Steel,Stringer/Multi-beam or Girder,3,84,M BR VERDIGRIS CREEK    ,TOWNSHIP ROAD     ,Fair,87,1515.6,-98.2283,42.535,6,6,6,N,1,30.9,17.6,24,10/2/2017 0:00,N  ,N  ,N  ,,,,2
31,Nebraska,S011 05713     ,State Highway Agency,77,Greeley County,0,0,No Place Code,1985,1190,Concrete,Culvert,2,22,STREAM                  ,N11               ,Fair,37,526.5,-98.6993,41.4326,N,N,N,6,0,47.4,36.4,24,11/2/2018 0:00,N  ,N  ,N  ,,,,1
